process_key,process_guid,process_id,image,process_name,command_line,user,parent_image,parent_name,phase,label,scenario_ids,first_seen,last_seen,event_count,unique_event_ids,event_id_1_process_create,event_id_3_network,event_id_5_process_terminate,event_id_7_image_load,event_id_11_file_create,event_id_12_registry_create,event_id_13_registry_set,event_id_14_registry_rename,event_id_22_dns,has_network_connection,network_connection_count,dns_query_count,file_creation_count,registry_event_count,destination_ip_count,external_destination_count,runs_from_temp,runs_from_user_profile,has_powershell,has_encoded_command,has_registry_run,has_scheduled_task,has_service_creation,has_startup_folder,is_lolbin,rare_parent_child,commandline_length_max,suspicious_keyword_count
guid:{55857b6a-c2c5-6a44-4d01-000000000c00},{55857b6a-c2c5-6a44-4d01-000000000c00},13992,C:\Windows\System32\sppsvc.exe,sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,NT AUTHORITY\Servicio de red,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:25.938+02:00,2026-07-01 09:34:03.289+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
guid:{55857b6a-c2c6-6a44-4e01-000000000c00},{55857b6a-c2c6-6a44-4e01-000000000c00},13144,C:\Windows\UUS\amd64\MoNotificationUx.exe,monotificationux.exe,C:\WINDOWS\uus\AMD64\MoNotificationUx.exe /ClearActiveNotifications /CV XieKT2R3lUGGuSGJ.1.0.0,labwin\jjstestal,C:\Windows\UUS\amd64\MoUsoCoreWorker.exe,mousocoreworker.exe,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:26.063+02:00,2026-07-01 09:33:26.110+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,0
guid:{55857b6a-c2c6-6a44-4f01-000000000c00},{55857b6a-c2c6-6a44-4f01-000000000c00},7968,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup -s WbioSrvc,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:26.325+02:00,2026-07-01 09:36:44.772+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
guid:{55857b6a-c2c6-6a44-5001-000000000c00},{55857b6a-c2c6-6a44-5001-000000000c00},5724,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:26.372+02:00,2026-07-01 09:36:26.379+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
guid:{55857b6a-c2c6-6a44-5101-000000000c00},{55857b6a-c2c6-6a44-5101-000000000c00},9988,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p,NT AUTHORITY\SERVICIO LOCAL,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:26.419+02:00,2026-07-01 09:41:26.395+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0
guid:{55857b6a-c2c6-6a44-5201-000000000c00},{55857b6a-c2c6-6a44-5201-000000000c00},10324,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,"""C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -EncodedCommand VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAiAFQARgBNACAARgBhAHMAZQAgADQAIABwAHIAdQBlAGIAYQAgAGIAZQBuAGkAZwBuAGEAIABlAG4AYwBvAGQAZQBkACAAYwBvAG0AbQBhAG4AZAAiACAAfAAgAE8AdQB0AC0ARgBpAGwAZQAgAEMAOgBcAFQARgBNAF8AVAByAGkAYQBnAGUAXAByAGUAcABvAHIAdABzAFwAZgBhAHMAZQA0AF8AUwAyAF8AZQBuAGMAbwBkAGUAZABfAG8AdQB0AHAAdQB0AC4AdAB4AHQA",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,suspicious_simulated,S2,2026-07-01 09:33:26.561+02:00,2026-07-01 09:33:27.277+02:00,6,3,1,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,1,1,0,399,6
guid:{55857b6a-c2c7-6a44-5301-000000000c00},{55857b6a-c2c7-6a44-5301-000000000c00},15560,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wisvc,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:27.490+02:00,2026-07-01 09:35:27.962+02:00,4,4,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,54,0
guid:{55857b6a-c2c7-6a44-5401-000000000c00},{55857b6a-c2c7-6a44-5401-000000000c00},15628,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k WuqiSvcGroup -p -s wuqisvc,NT AUTHORITY\SERVICIO LOCAL,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:27.515+02:00,2026-07-01 09:33:27.515+02:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
guid:{55857b6a-c2c8-6a44-5501-000000000c00},{55857b6a-c2c8-6a44-5501-000000000c00},11624,C:\Windows\servicing\TrustedInstaller.exe,trustedinstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:28.600+02:00,2026-07-01 09:35:31.097+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
guid:{55857b6a-c2c8-6a44-5601-000000000c00},{55857b6a-c2c8-6a44-5601-000000000c00},856,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8648_none_a50ef8e3775e8e5e\TiWorker.exe,tiworker.exe,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8648_none_a50ef8e3775e8e5e\TiWorker.exe -Embedding,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:28.623+02:00,2026-07-01 09:35:31.092+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0
guid:{55857b6a-c2ca-6a44-5701-000000000c00},{55857b6a-c2ca-6a44-5701-000000000c00},13692,C:\Program Files\Mozilla Firefox\updater.exe,updater.exe,"""C:\Program Files\Mozilla Firefox\updater.exe"" 3 C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\updates\0 ""C:\Program Files\Mozilla Firefox"" ""C:\Program Files\Mozilla Firefox\updated"" first -1",labwin\jjstestal,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:30.029+02:00,2026-07-01 09:33:34.041+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230,0
guid:{55857b6a-c2ca-6a44-5801-000000000c00},{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,maintenanceservice.exe,"""C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe""",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:30.055+02:00,2026-07-01 09:33:33.954+02:00,12,5,1,1,1,0,8,0,0,0,1,1,1,1,8,0,1,1,0,0,0,0,0,0,0,0,0,1,75,1
guid:{55857b6a-c2ca-6a44-5901-000000000c00},{55857b6a-c2ca-6a44-5901-000000000c00},11064,C:\Program Files (x86)\Mozilla Maintenance Service\update\updater.exe,updater.exe,"""C:\Program Files\Mozilla Firefox\updater.exe"" 3 C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\updates\0 ""C:\Program Files\Mozilla Firefox"" ""C:\Program Files\Mozilla Firefox\updated"" second -1",NT AUTHORITY\SYSTEM,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,maintenanceservice.exe,fase4_suspicious_simulated,background,S2,2026-07-01 09:33:30.430+02:00,2026-07-01 09:33:33.943+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,0
guid:{55857b6a-c2ce-6a44-5a01-000000000c00},{55857b6a-c2ce-6a44-5a01-000000000c00},4280,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260624221428 -prefsHandle 2464:26977 -prefMapHandle 2476:294749 -ipcHandle 2488 -initialChannelId {b4d71b3b-0176-4335-a5ef-32e99a62869d} -parentPid 8916 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.8916"" -crashHelperPid 0 -crashHelper 2500 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 1 socket",labwin\jjstestal,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,fase4_suspicious_simulated,background,,2026-07-01 09:33:34.293+02:00,2026-07-01 09:33:36.756+02:00,4,3,1,2,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,0
guid:{55857b6a-c2ce-6a44-5b01-000000000c00},{55857b6a-c2ce-6a44-5b01-000000000c00},6760,C:\Windows\System32\taskhostw.exe,taskhostw.exe,taskhostw.exe,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:33:34.454+02:00,2026-07-01 09:33:34.466+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
guid:{55857b6a-c2d6-6a44-5c01-000000000c00},{55857b6a-c2d6-6a44-5c01-000000000c00},9176,C:\Windows\System32\reg.exe,reg.exe,"""C:\WINDOWS\system32\reg.exe"" add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v TFMTest /t REG_SZ /d C:\Windows\System32\notepad.exe /f",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,suspicious_simulated,S3,2026-07-01 09:33:42.269+02:00,2026-07-01 09:33:42.276+02:00,4,4,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,143,3
guid:{55857b6a-c2d8-6a44-5d01-000000000c00},{55857b6a-c2d8-6a44-5d01-000000000c00},8008,C:\Windows\System32\reg.exe,reg.exe,"""C:\WINDOWS\system32\reg.exe"" delete HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v TFMTest /f",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,suspicious_simulated,S3,2026-07-01 09:33:44.512+02:00,2026-07-01 09:33:44.517+02:00,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,101,3
guid:{55857b6a-c301-6a44-5e01-000000000c00},{55857b6a-c301-6a44-5e01-000000000c00},9248,C:\Windows\ImmersiveControlPanel\SystemSettings.exe,systemsettings.exe,"""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel",labwin\jjstestal,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:34:25.543+02:00,2026-07-01 09:34:29.326+02:00,13,4,1,2,0,0,9,0,0,0,1,1,2,1,9,0,1,1,0,0,0,0,0,0,0,0,0,1,105,1
guid:{55857b6a-c301-6a44-5f01-000000000c00},{55857b6a-c301-6a44-5f01-000000000c00},15868,C:\Windows\System32\ApplicationFrameHost.exe,applicationframehost.exe,C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding,labwin\jjstestal,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:34:25.545+02:00,2026-07-01 09:34:25.545+02:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0
guid:{55857b6a-c302-6a44-6001-000000000c00},{55857b6a-c302-6a44-6001-000000000c00},16188,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s SstpSvc,NT AUTHORITY\SERVICIO LOCAL,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:34:26.012+02:00,2026-07-01 09:34:26.012+02:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
guid:{55857b6a-c302-6a44-6101-000000000c00},{55857b6a-c302-6a44-6101-000000000c00},9012,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:34:26.131+02:00,2026-07-01 09:35:26.329+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
guid:{55857b6a-c303-6a44-6201-000000000c00},{55857b6a-c303-6a44-6201-000000000c00},14380,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:34:27.043+02:00,2026-07-01 09:34:27.043+02:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
guid:{55857b6a-c303-6a44-6301-000000000c00},{55857b6a-c303-6a44-6301-000000000c00},2964,C:\Windows\System32\taskhostw.exe,taskhostw.exe,taskhostw.exe,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:34:27.946+02:00,2026-07-01 09:34:30.326+02:00,3,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
guid:{55857b6a-c304-6a44-6401-000000000c00},{55857b6a-c304-6a44-6401-000000000c00},12408,C:\Windows\System32\sppsvc.exe,sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,NT AUTHORITY\Servicio de red,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:34:28.241+02:00,2026-07-01 09:34:58.552+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
guid:{55857b6a-c334-6a44-6501-000000000c00},{55857b6a-c334-6a44-6501-000000000c00},15940,C:\Windows\System32\reg.exe,reg.exe,"""C:\WINDOWS\system32\reg.exe"" add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v TFMTest /t REG_SZ /d C:\Windows\System32\notepad.exe /f",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,suspicious_simulated,S3,2026-07-01 09:35:16.547+02:00,2026-07-01 09:35:16.551+02:00,4,4,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,143,3
guid:{55857b6a-c334-6a44-6601-000000000c00},{55857b6a-c334-6a44-6601-000000000c00},6224,C:\Windows\System32\reg.exe,reg.exe,"""C:\WINDOWS\system32\reg.exe"" query HKCU\Software\Microsoft\Windows\CurrentVersion\Run",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,suspicious_simulated,S3,2026-07-01 09:35:16.579+02:00,2026-07-01 09:35:16.584+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,86,2
guid:{55857b6a-c336-6a44-6701-000000000c00},{55857b6a-c336-6a44-6701-000000000c00},12552,C:\Windows\System32\reg.exe,reg.exe,"""C:\WINDOWS\system32\reg.exe"" delete HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v TFMTest /f",labwin\jjstestal,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,fase4_suspicious_simulated,suspicious_simulated,S3,2026-07-01 09:35:18.600+02:00,2026-07-01 09:35:18.604+02:00,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,101,3
guid:{55857b6a-c351-6a44-6801-000000000c00},{55857b6a-c351-6a44-6801-000000000c00},3032,C:\Users\jjstestal\AppData\Local\Microsoft\OneDrive\26.106.0603.0003\OneDriveLauncher.exe,onedrivelauncher.exe,"""C:\Users\jjstestal\AppData\Local\Microsoft\OneDrive\26.106.0603.0003\OneDriveLauncher.exe"" /startInstances",labwin\jjstestal,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:45.163+02:00,2026-07-01 09:35:55.250+02:00,12,4,1,0,1,8,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,107,1
guid:{55857b6a-c354-6a44-6901-000000000c00},{55857b6a-c354-6a44-6901-000000000c00},1064,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,mpcmdrun.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe"" SignatureUpdate -ScheduleJob -RestrictPrivileges",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:48.883+02:00,2026-07-01 09:36:05.092+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0
guid:{55857b6a-c354-6a44-6a01-000000000c00},{55857b6a-c354-6a44-6a01-000000000c00},4376,C:\Windows\System32\conhost.exe,conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,NT AUTHORITY\SYSTEM,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,mpcmdrun.exe,fase4_suspicious_simulated,background,,2026-07-01 09:35:48.888+02:00,2026-07-01 09:36:05.093+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
guid:{55857b6a-c354-6a44-6b01-000000000c00},{55857b6a-c354-6a44-6b01-000000000c00},12632,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,mpcmdrun.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe"" SignaturesUpdateService -ScheduleJob -UnmanagedUpdate",NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:48.930+02:00,2026-07-01 09:36:05.077+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0
guid:{55857b6a-c354-6a44-6c01-000000000c00},{55857b6a-c354-6a44-6c01-000000000c00},15784,C:\Windows\System32\conhost.exe,conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,NT AUTHORITY\SYSTEM,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,mpcmdrun.exe,fase4_suspicious_simulated,background,,2026-07-01 09:35:48.932+02:00,2026-07-01 09:36:05.078+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
guid:{55857b6a-c354-6a44-6d01-000000000c00},{55857b6a-c354-6a44-6d01-000000000c00},5700,C:\Windows\System32\wbem\WmiPrvSE.exe,wmiprvse.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,NT AUTHORITY\Servicio de red,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:48.986+02:00,2026-07-01 09:37:07.061+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
guid:{55857b6a-c35a-6a44-6e01-000000000c00},{55857b6a-c35a-6a44-6e01-000000000c00},3932,C:\Windows\System32\taskhostw.exe,taskhostw.exe,taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:54.005+02:00,2026-07-01 09:35:54.141+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
guid:{55857b6a-c35a-6a44-6f01-000000000c00},{55857b6a-c35a-6a44-6f01-000000000c00},11648,C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe,securityhealthhost.exe,\\?\C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,labwin\jjstestal,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:54.059+02:00,2026-07-01 09:35:54.087+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
guid:{55857b6a-c35a-6a44-7001-000000000c00},{55857b6a-c35a-6a44-7001-000000000c00},9088,C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe,securityhealthhost.exe,\\?\C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,labwin\jjstestal,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:54.088+02:00,2026-07-01 09:35:54.106+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
guid:{55857b6a-c35a-6a44-7101-000000000c00},{55857b6a-c35a-6a44-7101-000000000c00},10548,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:54.099+02:00,2026-07-01 09:35:54.099+02:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
guid:{55857b6a-c35c-6a44-7201-000000000c00},{55857b6a-c35c-6a44-7201-000000000c00},4068,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wlidsvc,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:56.055+02:00,2026-07-01 09:42:35.844+02:00,4,4,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56,0
guid:{55857b6a-c35d-6a44-7301-000000000c00},{55857b6a-c35d-6a44-7301-000000000c00},5380,C:\Program Files\Sublime Text\sublime_text.exe,sublime_text.exe,"""C:\Program Files\Sublime Text\sublime_text.exe"" ",labwin\jjstestal,C:\Windows\explorer.exe,explorer.exe,fase4_suspicious_simulated,background,,2026-07-01 09:35:57.630+02:00,2026-07-01 09:37:39.732+02:00,5,4,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
guid:{55857b6a-c35d-6a44-7401-000000000c00},{55857b6a-c35d-6a44-7401-000000000c00},16156,C:\Program Files\Sublime Text\crash_handler.exe,crash_handler.exe,"""C:\Program Files\Sublime Text\crash_handler.exe"" --no-rate-limit ""--database=C:\Users\jjstestal\AppData\Local\Sublime Text\Crash Reports"" ""--metrics-dir=C:\Users\jjstestal\AppData\Local\Sublime Text\Crash Reports"" --url=https://crash-server.sublimehq.com/api/upload --annotation=hash=9153973254676204383 --annotation=ident=sublime_text_4200 --initial-client-data=0x324,0x328,0x32c,0x300,0x330,0x7ff7837f4738,0x7ff7837f4744,0x7ff7837f4750",labwin\jjstestal,C:\Program Files\Sublime Text\sublime_text.exe,sublime_text.exe,fase4_suspicious_simulated,background,,2026-07-01 09:35:57.668+02:00,2026-07-01 09:37:39.741+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438,1
guid:{55857b6a-c35d-6a44-7501-000000000c00},{55857b6a-c35d-6a44-7501-000000000c00},7268,C:\Program Files\Sublime Text\plugin_host-3.3.exe,plugin_host-3.3.exe,"""/C/Program Files/Sublime Text/plugin_host-3.3.exe"" 5380 ""/C/Program Files/Sublime Text/sublime_text.exe"" \\.\pipe\crashpad_5380_WSDLNIRFOUSNKTFP ""/C/Users/jjstestal/AppData/Roaming/Sublime Text"" ""/C/Users/jjstestal/AppData/Local/Sublime Text"" ""/C/Program Files/Sublime Text/Packages""",labwin\jjstestal,C:\Program Files\Sublime Text\sublime_text.exe,sublime_text.exe,fase4_suspicious_simulated,background,,2026-07-01 09:35:57.949+02:00,2026-07-01 09:37:39.670+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0
guid:{55857b6a-c35d-6a44-7601-000000000c00},{55857b6a-c35d-6a44-7601-000000000c00},9108,C:\Program Files\Sublime Text\plugin_host-3.8.exe,plugin_host-3.8.exe,"""/C/Program Files/Sublime Text/plugin_host-3.8.exe"" 5380 ""/C/Program Files/Sublime Text/sublime_text.exe"" \\.\pipe\crashpad_5380_WSDLNIRFOUSNKTFP false ""/C/Users/jjstestal/AppData/Roaming/Sublime Text"" ""/C/Users/jjstestal/AppData/Local/Sublime Text"" ""/C/Program Files/Sublime Text/Packages""",labwin\jjstestal,C:\Program Files\Sublime Text\sublime_text.exe,sublime_text.exe,fase4_suspicious_simulated,background,,2026-07-01 09:35:57.951+02:00,2026-07-01 09:37:39.671+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0
guid:{55857b6a-c35e-6a44-7701-000000000c00},{55857b6a-c35e-6a44-7701-000000000c00},15344,C:\Windows\System32\wbem\WmiPrvSE.exe,wmiprvse.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,NT AUTHORITY\SERVICIO LOCAL,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:58.997+02:00,2026-07-01 09:38:37.082+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
guid:{55857b6a-c35f-6a44-7801-000000000c00},{55857b6a-c35f-6a44-7801-000000000c00},11168,C:\Windows\System32\svchost.exe,svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,NT AUTHORITY\SYSTEM,-,-,fase4_suspicious_simulated,background,,2026-07-01 09:35:59.055+02:00,2026-07-01 09:38:02.017+02:00,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
