phase,source_file,record_number,event_id,provider,channel,computer,utc_system_time,local_time,level,task,opcode,keywords,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,QueryName,QueryStatus,QueryResults,TargetObject,Details,NewName,TargetFilename,CreationUtcTime,AADDomainJoin,ADDomainJoin,AccountName,AdaptiveTargetState,Address,AddressLength,AllFinalPcrValuesPcrBitmap,AllPcrDatasPcrBitmap,AttemptedRecoveryEnforcementSucceeded,BitlockerUserInputTime,BootId,BootMenuPolicy,BootMode,BootStatusPolicy,BootStlEnforced,BootType,BucketConfidenceLevel,BucketId,BuildVersion,ClearReason,ClientPID,CmosTime,CommandLineLength,Config,CorruptionActionState,CountNew,CountOld,CountPcrsInAllFinalPcrValuesPcrBitmap,CountPcrsInAllPcrDatasPcrBitmap,CurrentBias,CurrentStratumNumber,CurrentTimeZoneID,DCName,Data,Data_0,DateTime,Default SD String:,DeviceAttributes,DeviceInstance,DeviceInstanceLength,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DomainController,DriveName,DueTime,DwordVal,EfiDaylightFlags,EfiTime,EfiTimeZoneBias,EnableDisableReason,EnabledNew,EntryCount,ErrorCode,ExecutablePath,ExitReason,ExtraString,ExtraStringLength,FailureReason,FileStartTime,FinalPcrValues,FinalPcrValuesSize,FinalStatus,FirstRefresh,GracePeriod,Group,HRESULT,HResult,HalRtcErrorCode,HardwareChecks,HiveName,HiveNameLength,Host OS Build number,Host OS Major version,Host OS Minor version,Host OS Service pack major number,Host OS Service pack minor number,IdleImplementation,IdleStateCount,ImagePath,Installation choice,InternalBootFlags,InternalCode,IsAutoEnabled,IsLicensed,IsSecureBootOn,IsSoftBoot,IsTestConfig,IsUnattended,Json,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,Level,LoadOptions,LoaderTime,LocalStatus,MajorVersion,MaximumPerformancePercent,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,MonitorReason,NewLatchTimerNeeded,NewLatchTimerWaitingSystemUpdateCompletion,NewSchemeGuid,NewSize,NewTime,NewTimerNeeded,NewTimerWaitingUpdateCompletion,NextSessionId,NextSessionType,NominalFrequency,Number,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,OldSchemeGuid,OldTime,OriginalSize,Path,PerformanceImplementation,Phase,PolicyFileExists,PowerStateAc,PreviousEnergyCapacityAtEnd,PreviousEnergyCapacityAtStart,PreviousFullEnergyCapacityAtEnd,PreviousFullEnergyCapacityAtStart,PreviousLatchTimerExistsButDisabled,PreviousSessionDurationInUs,PreviousSessionId,PreviousSessionType,PreviousTimerExists,PreviousTimerExistsButDisabled,PreviousTimerStartTime,ProcessID,ProcessImageFileNameWin32,ProcessName,ProcessNameLength,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,QfeVersion,RealTimeIsUniversal,Reason,RelaxMinimumPasswordLengthLimits,ReserveStatus,RmId,SealedPcrDigestsDatums,SealedPcrDigestsDatumsSize,ServiceName,ServiceType,ServiceVersion,ShutdownActionType,ShutdownDuration,ShutdownEventCode,ShutdownReason,StartTime,StartType,State,Status,StopTime,Success,SupportInfo1,SupportInfo2,SupportedFeatures,SystemInCmosMode,SystemTime,TSId,TcgLogHashAlgorithm,TcgLogHashAlgorithmSize,TimeDeltaInMs,TimeSource,TimeSourceRefId,TimeZoneBias,TimeZoneInfoCacheUpdated,TmId,Turn,UpdateReason,UpdateType,Url,UserData_raw,UserSid,Version,VetoingDevices,VetoingDevicesLength,Volume,VsmPolicy,WritePhase,driverFile,errorCode,lineNumber,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,updateGuid,updateRevisionNumber,updateTitle,win32Error
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,513,1040,Microsoft-Windows-TPM-WMI,System,labwin,2026-04-21 08:35:54.920160+00:00,2026-04-21 10:35:54.920+02:00,2,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\WINDOWS\Logs\MeasuredBoot\0000000004-0000000000.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,514,7001,Microsoft-Windows-Winlogon,System,labwin,2026-04-21 08:35:56.181534+00:00,2026-04-21 10:35:56.181+02:00,4,1101,0,0x2000200000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S-1-5-21-116498436-4260922757-2981525732-1000,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,515,7026,Service Control Manager,System,labwin,2026-04-21 08:35:57.099543+00:00,2026-04-21 10:35:57.099+02:00,4,0,0,0x8080000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
dam
uiomap
WinSetupMon",,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,516,18,TPM,System,labwin,2026-04-21 08:35:59.808672+00:00,2026-04-21 10:35:59.808+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000014,,217,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,517,1282,Microsoft-Windows-TPM-WMI,System,labwin,2026-04-21 08:36:00.013512+00:00,2026-04-21 10:36:00.013+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,518,1025,Microsoft-Windows-TPM-WMI,System,labwin,2026-04-21 08:36:00.437582+00:00,2026-04-21 10:36:00.437+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,519,24664,Microsoft-Windows-BitLocker-Driver,System,labwin,2026-04-21 08:36:49.323008+00:00,2026-04-21 10:36:49.323+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,,0x00000000,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,520,24665,Microsoft-Windows-BitLocker-Driver,System,labwin,2026-04-21 08:36:49.323015+00:00,2026-04-21 10:36:49.323+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,,0x00000000,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,521,24666,Microsoft-Windows-BitLocker-Driver,System,labwin,2026-04-21 08:36:49.323030+00:00,2026-04-21 10:36:49.323+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,,0x00000000,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,522,24665,Microsoft-Windows-BitLocker-Driver,System,labwin,2026-04-21 08:36:49.323143+00:00,2026-04-21 10:36:49.323+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,,0x00000000,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,523,44,Microsoft-Windows-WindowsUpdateClient,System,labwin,2026-04-21 08:40:36.849831+00:00,2026-04-21 10:40:36.849+02:00,4,1,12,0x8000000000002004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5d2eb874-80e3-4af0-9f62-4f6e5b9ba618},1,2026-04 Actualización de seguridad (KB5083769) (26200.8246),
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,524,1801,Microsoft-Windows-TPM-WMI,System,labwin,2026-04-21 08:41:02.418423+00:00,2026-04-21 10:41:02.418+02:00,2,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11b9d2377190b0db769866b59072426790d4bc094f021b6107049eea9961a00,,,,,,,,,,,,,,,,,,,,BaseBoardManufacturer:;FirmwareManufacturer:innotek GmbH;FirmwareVersion:VirtualBox;OEMModelNumber:VirtualBox;OEMModelBaseBoard:VirtualBox;OEMModelSystemFamily:Virtual Machine;OEMManufacturerName:innotek GmbH;OEMModelSKU:;OSArchitecture:amd64;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,525,1796,Microsoft-Windows-TPM-WMI,System,labwin,2026-04-21 08:41:02.440800+00:00,2026-04-21 10:41:02.440+02:00,2,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2147024894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,526,1796,Microsoft-Windows-TPM-WMI,System,labwin,2026-04-21 08:41:02.441154+00:00,2026-04-21 10:41:02.441+02:00,2,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2147024894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,527,7040,Service Control Manager,System,labwin,2026-04-21 08:43:04.027922+00:00,2026-04-21 10:43:04.027+02:00,4,0,0,0x8080000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instalador de módulos de Windows,,,inicio por solicitud,inicio automático,TrustedInstaller,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,528,7040,Service Control Manager,System,labwin,2026-04-21 08:43:08.039101+00:00,2026-04-21 10:43:08.039+02:00,4,0,0,0x8080000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instalador de módulos de Windows,,,inicio automático,inicio por solicitud,TrustedInstaller,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,529,24666,Microsoft-Windows-BitLocker-Driver,System,labwin,2026-04-21 08:44:17.563158+00:00,2026-04-21 10:44:17.563+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,,0x00000000,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,530,24665,Microsoft-Windows-BitLocker-Driver,System,labwin,2026-04-21 08:45:23.742220+00:00,2026-04-21 10:45:23.742+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,,0x00000000,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,531,24667,Microsoft-Windows-BitLocker-Driver,System,labwin,2026-04-21 08:45:23.751911+00:00,2026-04-21 10:45:23.751+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,,0x00000000,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,532,43,Microsoft-Windows-WindowsUpdateClient,System,labwin,2026-04-21 08:49:26.683157+00:00,2026-04-21 10:49:26.683+02:00,4,1,13,0x8000000000002008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5d2eb874-80e3-4af0-9f62-4f6e5b9ba618},1,2026-04 Actualización de seguridad (KB5083769) (26200.8246),
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,533,3,Virtual Disk Service,System,labwin,2026-04-21 08:49:45.780668+00:00,2026-04-21 10:49:45.780+02:00,4,0,0,0x0080000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<string>@2010005</string>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,534,4500,Microsoft-Windows-WinREAgent,System,labwin,2026-04-21 08:49:46.961226+00:00,2026-04-21 10:49:46.961+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,535,6,Microsoft-Windows-FilterManager,System,labwin,2026-04-21 08:49:48.108103+00:00,2026-04-21 10:49:48.108+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIMMount,8,,2097-11-16 19:39:24+00:00,10,0,,,,,,,,,,,,,,,,,,,,,0x00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,536,15,Microsoft-Windows-Kernel-General,System,labwin,2026-04-21 08:50:01.826126+00:00,2026-04-21 10:50:01.826+02:00,4,10,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\$WinREAgent\Scratch\Mount\Windows\system32\config\SOFTWARE,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11513856,,,,,,,,,,,,,,,,,,11608064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,537,15,Microsoft-Windows-Kernel-General,System,labwin,2026-04-21 08:50:02.381208+00:00,2026-04-21 10:50:02.381+02:00,4,10,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\$WinREAgent\Scratch\Mount\Windows\System32\config\SYSTEM,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7163904,,,,,,,,,,,,,,,,,,7360512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,538,16,Microsoft-Windows-Kernel-General,System,labwin,2026-04-21 08:50:02.399719+00:00,2026-04-21 10:50:02.399+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\$WinREAgent\Scratch\Mount\Windows\System32\config\SECURITY,65,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,539,16,Microsoft-Windows-Kernel-General,System,labwin,2026-04-21 08:50:02.412973+00:00,2026-04-21 10:50:02.412+02:00,4,0,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\$WinREAgent\Scratch\Mount\Windows\System32\config\SAM,60,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,540,15,Microsoft-Windows-Kernel-General,System,labwin,2026-04-21 08:50:02.580492+00:00,2026-04-21 10:50:02.580+02:00,4,10,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\$WinREAgent\Scratch\Mount\Windows\System32\config\COMPONENTS,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200768,,,,,,,,,,,,,,,,,,9207808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_system_sospechosa.evtx,541,15,Microsoft-Windows-Kernel-General,System,labwin,2026-04-21 08:50:02.642912+00:00,2026-04-21 10:50:02.642+02:00,4,10,0,0x8000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\$WinREAgent\Scratch\Mount\Windows\System32\config\DRIVERS,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822720,,,,,,,,,,,,,,,,,,1826816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
