phase,source_file,record_number,event_id,provider,channel,computer,utc_system_time,local_time,level,task,opcode,keywords,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,QueryName,QueryStatus,QueryResults,TargetObject,Details,NewName,TargetFilename,CreationUtcTime,AccountExpires,AdvancedOptions,AlgorithmName,AllowedToDelegateTo,AuthenticationPackageName,CallerProcessId,CallerProcessName,ClientCreationTime,ClientProcessId,ConfigAccessPolicy,CountOfCredentialsReturned,DisableIntegrityChecks,DisplayName,Dummy,ElevatedToken,FailureReason,Flags,FlightSigning,HandleId,HomeDirectory,HomePath,HypervisorDebug,HypervisorLaunchType,HypervisorLoadOptions,Identity,ImpersonationLevel,IpAddress,IpPort,KernelDebug,KeyFilePath,KeyLength,KeyName,KeyType,LmPackageName,LoadOptions,LogonHours,LogonProcessName,LogonType,MandatoryLabel,MemberName,MemberSid,NewProcessId,NewProcessName,NewSd,NewUacValue,ObjectName,ObjectServer,ObjectType,OldSd,OldUacValue,Operation,PackageSid,ParentProcessName,PasswordLastSet,PrimaryGroupId,PrivilegeList,ProcessCreationTime,ProcessName,ProfilePath,ProviderName,PuaCount,PuaPolicyId,ReadOperation,RemoteCredentialGuard,RemoteEventLogging,Resource,RestrictedAdminMode,ReturnCode,SamAccountName,Schema,SchemaFriendlyName,ScriptPath,SidHistory,Status,SubStatus,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetName,TargetOutboundDomainName,TargetOutboundUserName,TargetProcessId,TargetProcessName,TargetServerName,TargetSid,TargetUserName,TargetUserSid,TestSigning,TokenElevationType,TransmittedServices,Type,UserAccountControl,UserData_raw,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VsmLaunchType,Workstation,WorkstationName
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5795,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.267281+00:00,2026-06-30 12:47:47.267+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012ec,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpss2i_gpio2_skl.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_daebca3886b0a851\iaLPSS2i_GPIO2_SKL.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5796,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.267515+00:00,2026-06-30 12:47:47.267+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012c8,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpss2i_i2c_bxt_p.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_16e76ee1e5d9753b\iaLPSS2i_I2C_BXT_P.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5797,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.267817+00:00,2026-06-30 12:47:47.267+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000011e4,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpss2i_gpio2_glk.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_10d4fb7cd08b6503\iaLPSS2i_GPIO2_GLK.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5798,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.268087+00:00,2026-06-30 12:47:47.268+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001188,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpss2i_i2c_glk.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_e4ee0b34a37b9224\iaLPSS2i_I2C_GLK.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5799,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.268400+00:00,2026-06-30 12:47:47.268+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001344,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpss2i_i2c_cnl.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_e38461983359058f\iaLPSS2i_I2C_CNL.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5800,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.268669+00:00,2026-06-30 12:47:47.268+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001370,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpss2i_i2c_skl.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_af4a62705036e392\iaLPSS2i_I2C_SKL.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5801,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.269075+00:00,2026-06-30 12:47:47.269+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012c4,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpssi_gpio.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_bd887712b1222a84\ialpssi_gpio.INF_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5802,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.269335+00:00,2026-06-30 12:47:47.269+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001294,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ialpssi_i2c.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_2142e63af779d2bb\iaLPSSi_I2C.INF_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5803,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.269665+00:00,2026-06-30 12:47:47.269+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001334,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_iastorv.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_e5b300b7eab153f1\iastorv.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5804,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.269953+00:00,2026-06-30 12:47:47.269+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001168,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_iastorav.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_e74f0e6722339302\iastorav.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5805,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.270340+00:00,2026-06-30 12:47:47.270+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001330,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ipmidrv.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_44d21ef0244efeac\ipmidrv.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5806,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.270666+00:00,2026-06-30 12:47:47.270+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x000000000000121c,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_iscsi.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_ea1018688a7f648c\iscsi.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5807,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.271000+00:00,2026-06-30 12:47:47.271+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x000000000000136c,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_bnxtnd.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_a92ae55db5d4087f\bnxtnd.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5808,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.271303+00:00,2026-06-30 12:47:47.271+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001340,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_microsoft-windows-volsnap.resources_31bf3856ad364e35_10.0.26100.1_es-es_2a956eea9c29a0d6\volsnap.sys.mui,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5809,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.271578+00:00,2026-06-30 12:47:47.271+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012b8,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_kdnic.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_b107ad54965c266c\kdnic.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5810,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.271887+00:00,2026-06-30 12:47:47.271+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012fc,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_kdnic_legacy.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_f6ab4c5126a888aa\kdnic_legacy.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5811,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.272179+00:00,2026-06-30 12:47:47.272+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000013d8,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_lltdio.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_74274b4465c0c33f\lltdio.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5812,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.272411+00:00,2026-06-30 12:47:47.272+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001250,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_itsas35i.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_0b805d58cd6b312a\itSAS35i.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5813,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.272663+00:00,2026-06-30 12:47:47.272+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001248,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_lsi_sas.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_0974f62ce252792d\lsi_sas.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5814,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.272936+00:00,2026-06-30 12:47:47.272+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012a8,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_lsi_sas2i.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_acbed7afa02b615e\lsi_sas2i.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5815,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.273186+00:00,2026-06-30 12:47:47.273+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000013f8,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_ipoib6x.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_fcd79e7f7d118e4e\ipoib6x.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5816,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.273455+00:00,2026-06-30 12:47:47.273+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012ac,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_mausbhost.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_a7a08ea0f23b9115\mausbhost.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5817,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.273685+00:00,2026-06-30 12:47:47.273+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000013b8,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_lsi_sas3i.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_f07604f9c99ff947\lsi_sas3i.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5818,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.274008+00:00,2026-06-30 12:47:47.274+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x000000000000129c,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_megasas35i.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_ed2c7519a51dd821\megasas35i.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5819,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.274321+00:00,2026-06-30 12:47:47.274+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x000000000000124c,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_machine.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_41cc16b956b932a0\machine.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5820,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.274576+00:00,2026-06-30 12:47:47.274+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000000000012b4,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_mf.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_bd906443eab81b2a\mf.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_security_sospechosa.evtx,5821,4907,Microsoft-Windows-Security-Auditing,Security,labwin,2026-06-30 10:47:47.274969+00:00,2026-06-30 12:47:47.274+02:00,0,13568,0,0x8020000000000000,,,,0x00000000000012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0000000000001138,,,,,,,,,,,,,,,,,,,,,,,,,S:(AU;SAFA;DCLCRPCRSDWDWO;;;WD),,C:\$WinREAgent\Scratch\Mount\Windows\WinSxS\amd64_keyboard.inf.resources_31bf3856ad364e35_10.0.26100.1_es-es_2b67d6cdd511c0d2\keyboard.inf_loc,Security,File,,,,,,,,,,C:\Windows\UUS\Packages\Preview\amd64\wuaucltcore.exe,,,,,,,,,,,,,,,,,,WORKGROUP,0x00000000000003e7,LABWIN$,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
